title,num_pages,rating,rating_count,editions,foreward,five_star,four_star,three_star,two_star,one_star,product_url,author,co_author(s),genre(s),publication_date,book_format,book_cost($),book_access
Data Reduction and Error Analysis for the Physical Sciences,,4.05,62,1,"The purpose of this book is to provide an introduction to the concepts of statistical analysis of data for students at the undergraduate and graduate level, and to provide tools for data reduction and error analysis commonly required in the physical sciences. The presentation is developed from a practical point of view, including enough derivation to justify the results, but emphasizing methods of handling data more than theory. This text provides a variety of numerical and graphical techniques. Computer programs that support these techniques will be available on an accompanying website in both Fortran and C++.",24,23,10,4,1,https://www.goodreads.com/book/show/453548.Data_Reduction_and_Error_Analysis_for_the_Physical_Sciences?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=339,Philip R. Bevington, D. Keith Robinson,"Genres, Technology, Artificial , Intelligence",,Paperback,,Purchase on Amazon
Data Science,280,3.91,713,1,"A concise introduction to the emerging field of data science, explaining its evolution, relation to machine learning, current uses, data infrastructure issues, and ethical challenges.The goal of data science is to improve decision making through the analysis of data. Today data science determines the ads we see online, the books and movies that are recommended to us online, which emails are filtered into our spam folders, and even how much we pay for health insurance. This volume in the MIT Press Essential Knowledge series offers a concise introduction to the emerging field of data science, explaining its evolution, current uses, data infrastructure issues, and ethical challenges.It has never been easier for organizations to gather, store, and process data. Use of data science is driven by the rise of big data and social media, the development of high-performance computing, and the emergence of such powerful methods for data analysis and modeling as deep learning. Data science encompasses a set of principles, problem definitions, algorithms, and processes for extracting non-obvious and useful patterns from large datasets. It is closely related to the fields of data mining and machine learning, but broader in scope. This book offers a brief history of the field, introduces fundamental data concepts, and describes the stages in a data science project. It considers data infrastructure and the challenges posed by integrating data from multiple sources, introduces the basics of machine learning, and discusses how to link machine learning expertise with real-world problems. The book also reviews ethical and legal issues, developments in data regulation, and computational approaches to preserving privacy. Finally, it considers the future impact of data science and offers principles for success in data science projects.",174,333,178,24,4,https://www.goodreads.com/book/show/36722689-data-science?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=9,John D. Kelleher, Brendan Tierney,"Genres, Technology",2018-04-13,Paperback,12.99,Purchase on Goodreads
Data Science,,4.22,9,1,0,5,3,0,0,1,https://www.goodreads.com/book/show/57151734-data-science?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=315,Zeeshan-ul-Hassan Usmani, Sana Rasheed,"Genres, Business, Nonfiction, Technology, Programming, Science, Computer , Science, Technical",2020-10-19,Kindle Edition,,Purchase on Amazon
"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data",432,3.88,59,1,"Data Science and Big Data Analytics is about harnessing the power of data for new insights. The book covers the breadth of activities and methods and tools that Data Scientists use. The content focuses on concepts, principles and practical applications that are applicable to any industry and technology environment, and the learning is supported and explained with examples that you can replicate using open-source software. This book will help you:Become a contributor on a data science team Deploy a structured lifecycle approach to data analytics problems Apply appropriate analytic techniques and tools to analyzing big data Learn how to tell a compelling story with data to drive business action Prepare for EMC Proven Professional Data Science Certification Corresponding data sets are available at www.wiley.com/go/9781118876138. Get started discovering, analyzing, visualizing, and presenting data in a meaningful way today!",13,32,10,2,2,https://www.goodreads.com/book/show/22263956-data-science-and-big-data-analytics?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=33,EMC Education Services,,"Genres, Mathematics, Computer , Science",,Hardcover,50.0,Purchase on Goodreads
Data Science at the Command Line: Facing the Future with Time-Tested Tools,212,3.85,136,1,"This hands-on guide demonstrates how the flexibility of the command line can help you become a more efficient and productive data scientist. You'll learn how to combine small, yet powerful, command-line tools to quickly obtain, scrub, explore, and model your data.To get you started--whether you're on Windows, OS X, or Linux--author Jeroen Janssens introduces the Data Science Toolbox, an easy-to-install virtual environment packed with over 80 command-line tools.Discover why the command line is an agile, scalable, and extensible technology. Even if you're already comfortable processing data with, say, Python or R, you'll greatly improve your data science workflow by also leveraging the power of the command line.Obtain data from websites, APIs, databases, and spreadsheetsPerform scrub operations on plain text, CSV, HTML/XML, and JSONExplore data, compute descriptive statistics, and create visualizationsManage your data science workflow using DrakeCreate reusable tools from one-liners and existing Python or R codeParallelize and distribute data-intensive pipelines using GNU ParallelModel data with dimensionality reduction, clustering, regression, and classification algorithms",32,60,36,8,0,https://www.goodreads.com/book/show/22967424-data-science-at-the-command-line?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=304,Jeroen Janssens (Goodreads Author),,"Genres, Computer , Science",,Paperback,,Purchase on Amazon
Data Science Essentials in Python: Collect - Organize - Explore - Predict - Value,226,3.11,19,1,"Go from messy, unstructured artifacts stored in SQL and NoSQL databases to a neat, well-organized dataset with this quick reference for the busy data scientist. Understand text mining, machine learning, and network analysis; process numeric data with the NumPy and Pandas modules; describe and analyze data using statistical and network-theoretical methods; and see actual examples of data analysis at work. This one-stop solution covers the essential data science you need in Python.Data science is one of the fastest-growing disciplines in terms of academic research, student enrollment, and employment. Python, with its flexibility and scalability, is quickly overtaking the R language for data-scientific projects. Keep Python data-science concepts at your fingertips with this modular, quick reference to the tools used to acquire, clean, analyze, and store data.This one-stop solution covers essential Python, databases, network analysis, natural language processing, elements of machine learning, and visualization. Access structured and unstructured text and numeric data from local files, databases, and the Internet. Arrange, rearrange, and clean the data. Work with relational and non-relational databases, data visualization, and simple predictive analysis (regressions, clustering, and decision trees). See how typical data analysis problems are handled. And try your hand at your own solutions to a variety of medium-scale projects that are fun to work on and look good on your resume.Keep this handy quick guide at your side whether you're a student, an entry-level data science professional converting from R to Python, or a seasoned Python developer who doesn't want to memorize every function and option.What You You need a decent distribution of Python 3.3 or above that includes at least NLTK, Pandas, NumPy, Matplotlib, Networkx, SciKit-Learn, and BeautifulSoup. A great distribution that meets the requirements is Anaconda, available for free from www.continuum.io. If you plan to set up your own database servers, you also need MySQL (www.mysql.com) and MongoDB (www.mongodb.com). Both packages are free and run on Windows, Linux, and Mac OS.",2,2,11,4,0,https://www.goodreads.com/book/show/30028184-data-science-essentials-in-python?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1444,Dmitry Zinoviev,,"Genres, Computer , Science, Nonfiction, Mathematics, Science, Technology, Reference, Programming ...more",2016-09-13,Paperback,18.04,Purchase on Goodreads
Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking,413,4.13,2335,1,"Written by renowned data science experts Foster Provost and Tom Fawcett, Data Science for Business introduces the fundamental principles of data science, and walks you through the ""data-analytic thinking"" necessary for extracting useful knowledge and business value from the data you collect. This guide also helps you understand the many data-mining techniques in use today. Based on an MBA course Provost has taught at New York University over the past ten years, Data Science for Business provides examples of real-world business problems to illustrate these principles. Youâll not only learn how to improve communication between business stakeholders and data scientists, but also how participate intelligently in your companyâs data science projects. Youâll also discover how to think data-analytically, and fully appreciate how data science methods can support business decision-making.",931,920,383,73,30,https://www.goodreads.com/book/show/17912916-data-science-for-business?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1,Foster Provost, Tom Fawcett,"Genres, Artificial , Intelligence, Technology",,Paperback,25.49,Purchase on Goodreads
Data Science For Dummies (For Dummies,432,3.43,222,1,"Monetize your companyÃ¢â¬â¢s data and data science expertise without spending a fortune on hiring independent strategy consultants to help What if there was one simple, clear process for ensuring that all your companyÃ¢â¬â¢s data science projects achieve a high a return on investment? What if you could validate your ideas for future data science projects, and select the one idea thatÃ¢â¬â¢s most prime for achieving profitability while also moving your company closer to its business vision? There is. Industry-acclaimed data science consultant, Lillian Pierson, shares her proprietary STAR Framework Ã¢â¬â A simple, proven process for leading profit-forming data science projects. Not sure what data science is yet? DonÃ¢â¬â¢t worry! Parts 1 and 2 of Data Science For Dummies will get all the bases covered for you. And if youÃ¢â¬â¢re already a data science expert? Then you really wonÃ¢â¬â¢t want to miss the data science strategy and data monetization gems that are shared in Part 3 onward throughout this book. Data Science For Dummies demonstrates: Whether youÃ¢â¬â¢re new to the data science field or already a decade in, youÃ¢â¬â¢re sure to learn something new and incredibly valuable from Data Science For Dummies. Discover how to generate massive business wins from your companyÃ¢â¬â¢s data by picking up your copy today.",36,69,82,25,11,https://www.goodreads.com/book/show/56751800-data-science-for-dummies-for-dummies?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=10,Lillian Pierson (Goodreads Author),,"Genres, Mathematics, Programming",2021-09-01,Paperback,21.0,Purchase on Goodreads
Data Science for Executives: Leveraging Machine Intelligence to Drive Business ROI,266,3.73,55,1,"We are in the 4th industrial revolution; companies need to figure out how to survive. In this exciting revolution, machine intelligence has had a more unprecedented impact on business than the internet, and it's the only path to corporate survival in the future. In Data Science for Executives, Nir Kaldero dispels the myths and confusion surrounding this game-changing technology and provides practical strategies for harnessing its profitable power. This essential tome provides illuminating case studies, important guiding principles, and effective on-the-ground actions for incorporating machine intelligence into your organization and employing it to enhance your business though the wealth of data that flows into your business. Leaders don't have to be scientists to unlock the power of AI technology that is already radically altering the industrial landscape. If you're ready to meet the challenges of this new revolution, this essential guide will help you take your business to the next level.",13,21,14,7,0,https://www.goodreads.com/book/show/42527699-data-science-for-executives?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1045,Nir Kaldero (Goodreads Author),,"Genres, Artificial , Intelligence, Philosophy, Technology",2018-10-12,Paperback,,Kindle Unlimited
Data Science for Immunologists,159,4.75,4,1,"Data science is a complex subject, but nevertheless one that can be made accessible to all through clear, intuitive explanations and worked examples.Existing software that forms the backbone of an immunologist's analytical toolkit (such as FlowJo and Prism) are expensive, inflexible and promotes a narrow mindset when it comes to analysing your data. On the other hand, the Python and R programming languages are open source, free and entirely customisable, giving the user the ability to implement any analysis they wish.Ã¢â¬â¹Although programming languages can seem daunting to the uninitiated, it's far easier to learn than many immunologists may think. Rather than seeking to become an expert programmer, an understanding of the main concepts is more than enough to conduct your own bespoke analyses when coupled with a sound mathematical and statistical understanding.Ã¢â¬â¹Our new book focusses on the practical aspects of data science, providing sufficient theoretical background without delving into all of the details of each of the methods presented. Introductory chapters are presented alongside the analysis of a publicly available data set, allowing the reader to have practical hands-on experience when learning about important concepts in statistics, machine learning and programming. Topics -Ã¢â¬â¹Ã¢â¬â¹Ã¢â¬â¹How to build a predictive modelHow to visualise high-dimensional dataBasics of programming in Python and RWhat techniques exist to cluster dataWhich statistics test to use/why/whenWhat is dimension reduction; when and how to use itÃ¢â¬â¹Once these fundamental topics have been covered, a number of case studies are presented, along with the underlying data, accompanying code and full explanations on topics such as automated, data-driven flow cytometry, building predictive models of disease using gene expression profiling and analysing high throughput sequencing data.",3,1,0,0,0,https://www.goodreads.com/book/show/38612481-data-science-for-immunologists?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=1807,Niclas Thomas, Laura Pallett,"Genres, Science, Technology, Nonfiction",2018-02-16,Kindle Edition,,Kindle Unlimited
Data Science from Scratch: First Principles with Python,330,3.91,1015,1,"
Data science libraries, frameworks, modules, and toolkits are great for doing data science, but theyÃ¢â¬â¢re also a good way to dive into the discipline without actually understanding data science. In this book, youÃ¢â¬â¢ll learn how many of the most fundamental data science tools and algorithms work by implementing them from scratch.
If you have an aptitude for mathematics and some programming skills, author Joel Grus will help you get comfortable with the math and statistics at the core of data science, and with hacking skills you need to get started as a data scientist. TodayÃ¢â¬â¢s messy glut of data holds answers to questions no oneÃ¢â¬â¢s even thought to ask. This book provides you with the know-how to dig those answers out.
   
     Get a crash course in Python 
     Learn the basics of linear algebra, statistics, and probabilityÃ¢â¬âand understand how and when they're used in data science 
     Collect, explore, clean, munge, and manipulate data 
     Dive into the fundamentals of machine learning 
     Implement models such as k-nearest Neighbors, Naive Bayes, linear and logistic regression, decision trees, neural networks, and clustering 
     Explore recommender systems, natural language processing, network analysis, MapReduce, and databases 
   
",310,392,247,51,18,https://www.goodreads.com/book/show/25407018-data-science-from-scratch?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=3,Joel Grus,,"Genres, Mathematics, Textbooks",,Kindle Edition,,Purchase on Amazon
